Curvature,slap,ApproxSLap,GripFactor
-0.002421946,1332.205667,1332,1.000
-0.002414558,1333.205821,1333,1.000
-0.002406606,1334.205975,1334,1.000
-0.002398655,1335.20613,1335,1.000
-0.002391902,1336.206284,1336,1.000
-0.002386513,1337.206439,1337,1.000
-0.002381125,1338.206593,1338,1.000
-0.002375737,1339.206747,1339,1.000
-0.002370348,1340.206902,1340,1.000
-0.00236496,1341.207056,1341,1.000
-0.002360193,1342.207211,1342,1.000
-0.002357724,1343.207365,1343,1.000
-0.002355255,1344.207519,1344,1.000
-0.002352937,1345.207674,1345,1.000
-0.002352148,1346.207828,1346,1.000
-0.00235136,1347.207983,1347,1.000
-0.002350571,1348.208137,1348,1.000
-0.002356157,1349.208291,1349,1.000
-0.002362242,1350.208446,1350,1.000
-0.002368326,1351.2086,1351,1.000
-0.002374411,1352.208755,1352,1.000
-0.002380495,1353.208909,1353,1.000
-0.002386579,1354.209063,1354,1.000
-0.002396055,1355.209218,1355,1.000
-0.002407592,1356.209372,1356,1.000
-0.00241913,1357.209527,1357,1.000
-0.002434578,1358.209681,1358,1.000
-0.002454532,1359.209835,1359,1.000
-0.002474486,1360.20999,1360,1.000
-0.002492991,1361.210144,1361,1.000
-0.002507584,1362.210299,1362,1.000
-0.002522177,1363.210453,1363,1.000
-0.00253677,1364.210607,1364,1.000
-0.002551363,1365.210762,1365,1.000
-0.002565956,1366.210916,1366,1.000
-0.002580549,1367.211071,1367,1.000
-0.002588642,1368.211225,1368,1.000
-0.002595861,1369.211379,1369,1.000
-0.002603081,1370.211534,1370,1.000
-0.002601995,1371.211688,1371,1.000
-0.002597248,1372.211843,1372,1.000
-0.002592501,1373.211997,1373,1.000
-0.002582083,1374.212152,1374,1.000
-0.002564796,1375.212306,1375,1.000
-0.00254751,1376.21246,1376,1.000
-0.002530223,1377.212615,1377,1.000
-0.002512936,1378.212769,1378,1.000
-0.002495649,1379.212924,1379,1.000
-0.002478362,1380.213078,1380,1.000
-0.002453681,1381.213232,1381,1.000
-0.002428704,1382.213387,1382,1.000
-0.002403727,1383.213541,1383,1.000
-0.002374997,1384.213696,1384,1.000
-0.002344742,1385.21385,1385,1.000
-0.002314487,1386.214004,1386,1.000
-0.002286095,1387.214159,1387,1.000
-0.00226054,1388.214313,1388,1.000
-0.002234985,1389.214468,1389,1.000
-0.00220943,1390.214622,1390,1.000
-0.002183876,1391.214776,1391,1.000
-0.002158321,1392.214931,1392,1.000
-0.002132766,1393.215085,1393,1.000
-0.002110926,1394.21524,1394,1.000
-0.002090214,1395.215394,1395,1.000
-0.002069503,1396.215548,1396,1.000
-0.002048774,1397.215703,1397,1.000
-0.002028022,1398.215857,1398,1.000
-0.00200727,1399.216012,1399,1.000
-0.001986579,1400.216166,1400,1.000
-0.001967079,1401.21632,1401,1.000
-0.00194758,1402.216475,1402,1.000
-0.00192808,1403.216629,1403,1.000
-0.00190858,1404.216784,1404,1.000
-0.001889081,1405.216938,1405,1.000
-0.001869581,1406.217092,1406,1.000
-0.001850386,1407.217247,1407,1.000
-0.001832152,1408.217401,1408,1.000
-0.001813918,1409.217556,1409,1.000
-0.001795684,1410.21771,1410,1.000
-0.001775245,1411.217864,1411,1.000
-0.001754359,1412.218019,1412,1.000
-0.001733472,1413.218173,1413,1.000
-0.001713705,1414.218328,1414,1.000
-0.001696168,1415.218482,1415,1.000
-0.001678631,1416.218636,1416,1.000
-0.001661094,1417.218791,1417,1.000
-0.001643557,1418.218945,1418,1.000
-0.00162602,1419.2191,1419,1.000
-0.001608483,1420.219254,1420,1.000
-0.001592003,1421.219409,1421,1.000
-0.001577698,1422.219563,1422,1.000
-0.001563393,1423.219717,1423,1.000
-0.001549087,1424.219872,1424,1.000
-0.001534618,1425.220026,1425,1.000
-0.001520113,1426.220181,1426,1.000
-0.001505608,1427.220335,1427,1.000
-0.001490644,1428.220489,1428,1.000
-0.001473972,1429.220644,1429,1.000
-0.001457299,1430.220798,1430,1.000
-0.001440627,1431.220953,1431,1.000
-0.001423955,1432.221107,1432,1.000
-0.001407282,1433.221261,1433,1.000
-0.00139061,1434.221416,1434,1.000
-0.001373938,1435.22157,1435,1.000
-0.001355205,1436.221725,1436,1.000
-0.001336447,1437.221879,1437,1.000
-0.001317689,1438.222033,1438,1.000
-0.001295738,1439.222188,1439,1.000
-0.001268387,1440.222342,1440,1.000
-0.001241036,1441.222497,1441,1.000
-0.001213684,1442.222651,1442,1.000
-0.001187274,1443.222805,1443,1.000
-0.001161367,1444.22296,1444,1.000
-0.00113546,1445.223114,1445,1.000
-0.001109552,1446.223269,1446,1.000
-0.001083645,1447.223423,1447,1.000
-0.001057738,1448.223577,1448,1.000
-0.00103183,1449.223732,1449,1.000
-0.001006638,1450.223886,1450,1.000
-0.000984246,1451.224041,1451,1.000
-0.000961853,1452.224195,1452,1.000
-0.00093946,1453.224349,1453,1.000
-0.000916709,1454.224504,1454,1.000
-0.000893564,1455.224658,1455,1.000
-0.000870419,1456.224813,1456,1.000
-0.000847275,1457.224967,1457,1.000
-0.000827651,1458.225121,1458,1.000
-0.000809961,1459.225276,1459,1.000
-0.000792271,1460.22543,1460,1.000
-0.00077458,1461.225585,1461,1.000
-0.00075689,1462.225739,1462,1.000
-0.0007392,1463.225893,1463,1.000
-0.000721509,1464.226048,1464,1.000
-0.000703819,1465.226202,1465,1.000
-0.000690788,1466.226357,1466,1.000
-0.000677834,1467.226511,1467,1.000
-0.00066488,1468.226666,1468,1.000
-0.000651677,1469.22682,1469,1.000
-0.000637069,1470.226974,1470,1.000
-0.00062246,1471.227129,1471,1.000
-0.000607851,1472.227283,1472,1.000
-0.00059383,1473.227438,1473,1.000
-0.000581835,1474.227592,1474,1.000
-0.00056984,1475.227746,1475,1.000
-0.000557845,1476.227901,1476,1.000
-0.00054585,1477.228055,1477,1.000
-0.000533854,1478.22821,1478,1.000
-0.000521859,1479.228364,1479,1.000
-0.000509864,1480.228518,1480,1.000
-0.000498887,1481.228673,1481,1.000
-0.000489634,1482.228827,1482,1.000
-0.000480381,1483.228982,1483,1.000
-0.000471129,1484.229136,1484,1.000
-0.000460962,1485.22929,1485,1.000
-0.000449652,1486.229445,1486,1.000
-0.000438342,1487.229599,1487,1.000
-0.000427033,1488.229754,1488,1.000
-0.000416756,1489.229908,1489,1.000
-0.00040779,1490.230062,1490,1.000
-0.000398824,1491.230217,1491,1.000
-0.000389857,1492.230371,1492,1.000
-0.000380891,1493.230526,1493,1.000
-0.000371925,1494.23068,1494,1.000
-0.000362958,1495.230834,1495,1.000
-0.000353992,1496.230989,1496,1.000
-0.000346144,1497.231143,1497,1.000
-0.000339781,1498.231298,1498,1.000
-0.000333417,1499.231452,1499,1.000
-0.000327053,1500.231606,1500,1.000
-0.000320122,1501.231761,1501,1.000
-0.000312422,1502.231915,1502,1.000
-0.000304723,1503.23207,1503,1.000
-0.000297023,1504.232224,1504,1.000
-0.00028997,1505.232378,1505,1.000
-0.000284084,1506.232533,1506,1.000
-0.000278199,1507.232687,1507,1.000
-0.000272314,1508.232842,1508,1.000
-0.000266429,1509.232996,1509,1.000
-0.000260543,1510.233151,1510,1.000
-0.000254658,1511.233305,1511,1.000
-0.000248773,1512.233459,1512,1.000
-0.000243322,1513.233614,1513,1.000
-0.000239429,1514.233768,1514,1.000
-0.000235536,1515.233923,1515,1.000
-0.000231643,1516.234077,1516,1.000
-0.000227583,1517.234231,1517,1.000
-0.000222566,1518.234386,1518,1.000
-0.00021755,1519.23454,1519,1.000
-0.000212534,1520.234695,1520,1.000
-0.000207557,1521.234849,1521,1.000
-0.00020377,1522.235003,1522,1.000
-0.000199982,1523.235158,1523,1.000
-0.000196195,1524.235312,1524,1.000
-0.000192408,1525.235467,1525,1.000
-0.000188621,1526.235621,1526,1.000
-0.000184834,1527.235775,1527,1.000
-0.000181047,1528.23593,1528,1.000
-0.00017726,1529.236084,1529,1.000
-0.000174594,1530.236239,1530,1.000
-0.000172212,1531.236393,1531,1.000
-0.000169829,1532.236547,1532,1.000
-0.000167447,1533.236702,1533,1.000
-0.000164503,1534.236856,1534,1.000
-0.000161297,1535.237011,1535,1.000
-0.00015809,1536.237165,1536,1.000
-0.000154883,1537.237319,1537,1.000
-0.000152081,1538.237474,1538,1.000
-0.000149631,1539.237628,1539,1.000
-0.000147181,1540.237783,1540,1.000
-0.000144731,1541.237937,1541,1.000
-0.00014228,1542.238091,1542,1.000
-0.00013983,1543.238246,1543,1.000
-0.00013738,1544.2384,1544,1.000
-0.00013493,1545.238555,1545,1.000
-0.000132686,1546.238709,1546,1.000
-0.000131099,1547.238863,1547,1.000
-0.000129511,1548.239018,1548,1.000
-0.000127923,1549.239172,1549,1.000
-0.000126265,1550.239327,1550,1.000
-0.000123904,1551.239481,1551,1.000
-0.000121542,1552.239635,1552,1.000
-0.000119181,1553.23979,1553,1.000
-0.00011682,1554.239944,1554,1.000
-0.000114966,1555.240099,1555,1.000
-0.000113146,1556.240253,1556,1.000
-0.000111326,1557.240408,1557,1.000
-0.000109506,1558.240562,1558,1.000
-0.000107686,1559.240716,1559,1.000
-0.000105866,1560.240871,1560,1.000
-0.000104046,1561.241025,1561,1.000
-0.000102226,1562.24118,1562,1.000
-0.000100816,1563.241334,1563,1.000
-9.96523E-05,1564.241488,1564,1.000
-9.84891E-05,1565.241643,1565,1.000
-9.73259E-05,1566.241797,1566,1.000
-9.59381E-05,1567.241952,1567,1.000
-9.42925E-05,1568.242106,1568,1.000
-9.2647E-05,1569.24226,1569,1.000
-9.10015E-05,1570.242415,1570,1.000
-8.95098E-05,1571.242569,1571,1.000
-8.8336E-05,1572.242724,1572,1.000
-8.71623E-05,1573.242878,1573,1.000
-8.59885E-05,1574.243032,1574,1.000
-8.48148E-05,1575.243187,1575,1.000
-8.3641E-05,1576.243341,1576,1.000
-8.24673E-05,1577.243496,1577,1.000
-8.12936E-05,1578.24365,1578,1.000
-8.01433E-05,1579.243804,1579,1.000
-7.94768E-05,1580.243959,1580,1.000
-7.88102E-05,1581.244113,1581,1.000
-7.81437E-05,1582.244268,1582,1.000
-7.74772E-05,1583.244422,1583,1.000
-7.65515E-05,1584.244576,1584,1.000
-7.55989E-05,1585.244731,1585,1.000
-7.46464E-05,1586.244885,1586,1.000
-7.36939E-05,1587.24504,1587,1.000
-7.28533E-05,1588.245194,1588,1.000
-7.2039E-05,1589.245348,1589,1.000
-7.12248E-05,1590.245503,1590,1.000
-7.04106E-05,1591.245657,1591,1.000
-6.95963E-05,1592.245812,1592,1.000
-6.87821E-05,1593.245966,1593,1.000
-6.79679E-05,1594.24612,1594,1.000
-6.71536E-05,1595.246275,1595,1.000
-6.6434E-05,1596.246429,1596,1.000
-6.5774E-05,1597.246584,1597,1.000
-6.5114E-05,1598.246738,1598,1.000
-6.4454E-05,1599.246892,1599,1.000
-6.35176E-05,1600.247047,1600,1.000
-6.23221E-05,1601.247201,1601,1.000
-6.11266E-05,1602.247356,1602,1.000
-5.9931E-05,1603.24751,1603,1.000
-5.87998E-05,1604.247665,1604,1.000
-5.77366E-05,1605.247819,1605,1.000
-5.66733E-05,1606.247973,1606,1.000
-5.561E-05,1607.248128,1607,1.000
-5.45468E-05,1608.248282,1608,1.000
-5.34835E-05,1609.248437,1609,1.000
-5.24202E-05,1610.248591,1610,1.000
-5.1357E-05,1611.248745,1611,1.000
-5.0398E-05,1612.2489,1612,1.000
-4.95797E-05,1613.249054,1613,1.000
-4.87615E-05,1614.249209,1614,1.000
-4.79432E-05,1615.249363,1615,1.000
-4.7066E-05,1616.249517,1616,1.000
-4.60988E-05,1617.249672,1617,1.000
-4.51315E-05,1618.249826,1618,1.000
-4.41643E-05,1619.249981,1619,1.000
-4.33803E-05,1620.250135,1620,1.000
-4.28143E-05,1621.250289,1621,1.000
-4.22483E-05,1622.250444,1622,1.000
-4.16823E-05,1623.250598,1623,1.000
-4.11163E-05,1624.250753,1624,1.000
-4.05503E-05,1625.250907,1625,1.000
-3.99843E-05,1626.251061,1626,1.000
-3.94184E-05,1627.251216,1627,1.000
-3.90489E-05,1628.25137,1628,1.000
-3.88229E-05,1629.251525,1629,1.000
-3.85969E-05,1630.251679,1630,1.000
-3.8371E-05,1631.251833,1631,1.000
-3.82588E-05,1632.251988,1632,1.000
-3.8211E-05,1633.252142,1633,1.000
-3.81631E-05,1634.252297,1634,1.000
-3.81153E-05,1635.252451,1635,1.000
-3.77681E-05,1636.252605,1636,1.000
-3.73518E-05,1637.25276,1637,1.000
-3.69354E-05,1638.252914,1638,1.000
-3.65191E-05,1639.253069,1639,1.000
-3.61027E-05,1640.253223,1640,1.000
-3.56864E-05,1641.253377,1641,1.000
-3.527E-05,1642.253532,1642,1.000
-3.47851E-05,1643.253686,1643,1.000
-3.39367E-05,1644.253841,1644,1.000
-3.30883E-05,1645.253995,1645,1.000
-3.22399E-05,1646.254149,1646,1.000
-3.10347E-05,1647.254304,1647,1.000
-2.91124E-05,1648.254458,1648,1.000
-2.71902E-05,1649.254613,1649,1.000
-2.5268E-05,1650.254767,1650,1.000
-2.31836E-05,1651.254922,1651,1.000
-2.1006E-05,1652.255076,1652,1.000
-1.88285E-05,1653.25523,1653,1.000
-1.66509E-05,1654.255385,1654,1.000
-1.44733E-05,1655.255539,1655,1.000
-1.22958E-05,1656.255694,1656,1.000
-1.01182E-05,1657.255848,1657,1.000
-7.99401E-06,1658.256002,1658,1.000
-6.03848E-06,1659.256157,1659,1.000
-4.08295E-06,1660.256311,1660,1.000
-2.12742E-06,1661.256466,1661,1.000
-4.96E-07,1662.25662,1662,1.000
8.62E-07,1663.256774,1663,1.000
2.22108E-06,1664.256929,1664,1.000
3.57977E-06,1665.257083,1665,1.000
2.91623E-06,1666.257238,1666,1.000
2.23333E-06,1667.257392,1667,1.000
1.55043E-06,1668.257546,1668,1.000
8.68E-07,1669.257701,1669,1.000
1.85E-07,1670.257855,1670,1.000
-4.98E-07,1671.25801,1671,1.000
-1.18116E-06,1672.258164,1672,1.000
-3.24051E-06,1673.258318,1673,1.000
-5.47987E-06,1674.258473,1674,1.000
-7.71922E-06,1675.258627,1675,1.000
-1.07471E-05,1676.258782,1676,1.000
-1.53638E-05,1677.258936,1677,1.000
-1.99805E-05,1678.25909,1678,1.000
-2.45972E-05,1679.259245,1679,1.000
-2.8636E-05,1680.259399,1680,1.000
-3.26329E-05,1681.259554,1681,1.000
-3.66298E-05,1682.259708,1682,1.000
-4.06267E-05,1683.259862,1683,1.000
-4.46236E-05,1684.260017,1684,1.000
-4.86205E-05,1685.260171,1685,1.000
-5.23777E-05,1686.260326,1686,1.000
-5.45733E-05,1687.26048,1687,1.000
-5.67688E-05,1688.260634,1688,1.000
-5.89643E-05,1689.260789,1689,1.000
-5.73532E-05,1690.260943,1690,1.000
-5.43609E-05,1691.261098,1691,1.000
-5.13686E-05,1692.261252,1692,1.000
-4.60339E-05,1693.261406,1693,1.000
-3.83083E-05,1694.261561,1694,1.000
-3.05828E-05,1695.261715,1695,1.000
-2.28572E-05,1696.26187,1696,1.000
-1.51317E-05,1697.262024,1697,1.000
-7.40609E-06,1698.262179,1698,1.000
3.57E-07,1699.262333,1699,1.000
1.04131E-05,1700.262487,1700,1.000
2.04692E-05,1701.262642,1701,1.000
3.05253E-05,1702.262796,1702,1.000
4.17049E-05,1703.262951,1703,1.000
5.32078E-05,1704.263105,1704,1.000
6.47107E-05,1705.263259,1705,1.000
7.30839E-05,1706.263414,1706,1.000
8.01106E-05,1707.263568,1707,1.000
8.71373E-05,1708.263723,1708,1.000
9.41641E-05,1709.263877,1709,1.000
0.000101191,1710.264031,1710,1.000
0.000108218,1711.264186,1711,1.000
0.000112336,1712.26434,1712,1.000
0.000114006,1713.264495,1713,1.000
0.000115676,1714.264649,1714,1.000
0.000112629,1715.264803,1715,1.000
0.000104154,1716.264958,1716,1.000
9.56779E-05,1717.265112,1717,1.000
8.10642E-05,1718.265267,1718,1.000
6.14175E-05,1719.265421,1719,1.000
4.17707E-05,1720.265575,1720,1.000
2.2124E-05,1721.26573,1721,1.000
2.47727E-06,1722.265884,1722,1.000
-1.71695E-05,1723.266039,1723,1.000
-4.21561E-05,1724.266193,1724,1.000
-6.91714E-05,1725.266347,1725,1.000
-9.61866E-05,1726.266502,1726,1.000
-0.000123796,1727.266656,1727,1.000
-0.000151542,1728.266811,1728,1.000
-0.000179219,1729.266965,1729,1.000
-0.000205785,1730.267119,1730,1.000
-0.000232351,1731.267274,1731,1.000
-0.000258917,1732.267428,1732,1.000
-0.000285483,1733.267583,1733,1.000
-0.000312049,1734.267737,1734,1.000
-0.000338281,1735.267891,1735,1.000
-0.000364273,1736.268046,1736,1.000
-0.000390265,1737.2682,1737,1.000
-0.000421209,1738.268355,1738,1.000
-0.000453092,1739.268509,1739,1.000
-0.000481067,1740.268663,1740,1.000
-0.000497772,1741.268818,1741,1.000
-0.000514477,1742.268972,1742,1.000
-0.000531182,1743.269127,1743,1.000
-0.000547887,1744.269281,1744,1.000
-0.000561583,1745.269436,1745,1.000
-0.000557237,1746.26959,1746,1.000
-0.00055289,1747.269744,1747,1.000
-0.000530473,1748.269899,1748,1.000
-0.000494275,1749.270053,1749,1.000
-0.00045716,1750.270208,1750,1.000
-0.000414379,1751.270362,1751,1.000
-0.000371599,1752.270516,1752,1.000
-0.000328818,1753.270671,1753,1.000
-0.000286037,1754.270825,1754,1.000
-0.000242312,1755.27098,1755,1.000
-0.000196705,1756.271134,1756,1.000
-0.000151098,1757.271288,1757,1.000
-9.34332E-05,1758.271443,1758,1.000
-3.45484E-05,1759.271597,1759,1.000
2.15545E-05,1760.271752,1760,1.000
7.59672E-05,1761.271906,1761,1.000
0.00013038,1762.27206,1762,1.000
0.000184793,1763.272215,1763,1.000
0.0002378,1764.272369,1764,1.000
0.000278427,1765.272524,1765,1.000
0.000319054,1766.272678,1766,1.000
0.00030905,1767.272832,1767,1.000
0.000287768,1768.272987,1768,1.000
0.00028527,1769.273141,1769,1.000
0.000292305,1770.273296,1770,1.000
0.00029934,1771.27345,1771,1.000
0.000306375,1772.273604,1772,1.000
0.000323148,1773.273759,1773,1.000
0.000354056,1774.273913,1774,1.000
0.000398358,1775.274068,1775,1.000
0.000481659,1776.274222,1776,1.000
0.00054671,1777.274376,1777,1.000
0.000549428,1778.274531,1778,1.000
0.000552145,1779.274685,1779,1.000
0.000554862,1780.27484,1780,1.000
0.000545246,1781.274994,1781,1.000
0.000492397,1782.275148,1782,1.000
0.000437713,1783.275303,1783,1.000
0.000375421,1784.275457,1784,1.000
0.000312676,1785.275612,1785,1.000
0.000248763,1786.275766,1786,1.000
0.000184849,1787.27592,1787,1.000
0.000120936,1788.276075,1788,1.000
7.22044E-05,1789.276229,1789,1.000
3.84906E-05,1790.276384,1790,1.000
3.34597E-05,1791.276538,1791,1.000
4.84245E-05,1792.276693,1792,1.000
0.000194701,1793.276847,1793,1.000
0.000377908,1794.277001,1794,1.000
0.000561114,1795.277156,1795,1.000
0.000800784,1796.27731,1796,1.000
0.001241483,1797.277465,1797,1.000
0.001772444,1798.277619,1798,1.000
0.002431604,1799.277773,1799,1.000
0.003403551,1800.277928,1800,1.000
0.004508648,1801.278082,1801,1.000
0.005613746,1802.278237,1802,1.000
0.006856811,1803.278391,1803,1.000
0.008382567,1804.278545,1804,1.000
0.010140475,1805.2787,1805,1.000
0.012044169,1806.278854,1806,1.000
0.013384089,1807.279009,1807,1.000
0.014716416,1808.279163,1808,1.000
0.016048744,1809.279317,1809,1.000
0.017001328,1810.279472,1810,1.000
0.017803196,1811.279626,1811,1.000
0.018404621,1812.279781,1812,1.000
0.018920764,1813.279935,1813,1.000
0.019364167,1814.280089,1814,1.000
0.01980757,1815.280244,1815,1.000
0.020166345,1816.280398,1816,1.000
0.02040182,1817.280553,1817,1.000
0.020654576,1818.280707,1818,1.000
0.02090199,1819.280861,1819,1.000
0.021123894,1820.281016,1820,1.000
0.021345798,1821.28117,1821,1.000
0.0215586,1822.281325,1822,1.000
0.021731927,1823.281479,1823,1.000
0.022004987,1824.281633,1824,1.000
0.022337156,1825.281788,1825,1.000
0.02262747,1826.281942,1826,1.000
0.022917784,1827.282097,1827,1.000
0.023193594,1828.282251,1828,1.000
0.023305333,1829.282405,1829,1.000
0.023529198,1830.28256,1830,1.000
0.023810766,1831.282714,1831,1.000
0.024032674,1832.282869,1832,1.000
0.024254581,1833.283023,1833,1.000
0.024453394,1834.283177,1834,1.000
0.02467646,1835.283332,1835,1.000
0.024970127,1836.283486,1836,1.000
0.025216067,1837.283641,1837,1.000
0.025462669,1838.283795,1838,1.000
0.025720473,1839.28395,1839,1.000
0.026001129,1840.284104,1840,1.000
0.026153705,1841.284258,1841,1.000
0.026293016,1842.284413,1842,1.000
0.026263335,1843.284567,1843,1.000
0.025695756,1844.284722,1844,1.000
0.024402768,1845.284876,1845,1.000
0.022444547,1846.28503,1846,0.950
0.020486327,1847.285185,1847,0.950
0.018456973,1848.285339,1848,0.950
0.01612421,1849.285494,1849,0.950
0.01324441,1850.285648,1850,0.950
0.010334343,1851.285802,1851,0.950
0.007424229,1852.285957,1852,0.950
0.004501173,1853.286111,1853,0.950
0.001548163,1854.286266,1854,0.950
-0.001355418,1855.28642,1855,0.950
-0.00401738,1856.286574,1856,0.950
-0.006519765,1857.286729,1857,0.950
-0.00902215,1858.286883,1858,0.950
-0.01125761,1859.287038,1859,0.950
-0.013347862,1860.287192,1860,0.950
-0.015243775,1861.287346,1861,0.950
-0.016610334,1862.287501,1862,0.950
-0.017976894,1863.287655,1863,0.950
-0.019185286,1864.28781,1864,0.950
-0.020198747,1865.287964,1865,0.950
-0.021205389,1866.288118,1866,0.950
-0.021771937,1867.288273,1867,0.950
-0.022204246,1868.288427,1868,0.950
-0.02258304,1869.288582,1869,0.950
-0.02264748,1870.288736,1870,0.950
-0.022682744,1871.28889,1871,0.950
-0.022818546,1872.289045,1872,0.950
-0.02299353,1873.289199,1873,0.950
-0.023085273,1874.289354,1874,0.950
-0.022712943,1875.289508,1875,0.950
-0.021876145,1876.289662,1876,1.000
-0.021043852,1877.289817,1877,1.000
-0.020253554,1878.289971,1878,1.000
-0.019948744,1879.290126,1879,1.000
-0.019610976,1880.29028,1880,1.000
-0.019355178,1881.290434,1881,1.000
-0.019269142,1882.290589,1882,1.000
-0.019183106,1883.290743,1883,1.000
-0.019139719,1884.290898,1884,1.000
-0.019155782,1885.291052,1885,1.000
-0.019064944,1886.291207,1886,1.000
-0.018944765,1887.291361,1887,1.000
-0.018788158,1888.291515,1888,1.000
-0.018631551,1889.29167,1889,1.000
-0.018473287,1890.291824,1890,1.000
-0.018309006,1891.291979,1891,1.000
-0.018137025,1892.292133,1892,1.000
-0.017949524,1893.292287,1893,1.000
-0.017625592,1894.292442,1894,1.000
-0.017301661,1895.292596,1895,1.000
-0.01697773,1896.292751,1896,1.000
-0.016459697,1897.292905,1897,1.000
-0.015859551,1898.293059,1898,1.000
-0.015137108,1899.293214,1899,1.000
-0.014208541,1900.293368,1900,1.000
-0.013187282,1901.293523,1901,1.000
-0.012166024,1902.293677,1902,1.000
-0.011061341,1903.293831,1903,1.000
-0.009836248,1904.293986,1904,1.000
-0.00857712,1905.29414,1905,1.000
-0.007324564,1906.294295,1906,1.000
-0.006242357,1907.294449,1907,1.000
-0.00516015,1908.294603,1908,1.000
-0.004077942,1909.294758,1909,1.000
-0.003156507,1910.294912,1910,1.000
-0.002317945,1911.295067,1911,1.000
-0.001765811,1912.295221,1912,1.000
-0.001258935,1913.295375,1913,1.000
-0.000899626,1914.29553,1914,1.000
-0.000540317,1915.295684,1915,1.000
-0.000181007,1916.295839,1916,1.000
8.42972E-05,1917.295993,1917,1.000
0.000289739,1918.296147,1918,1.000
0.000270297,1919.296302,1919,1.000
0.000208628,1920.296456,1920,1.000
0.000169527,1921.296611,1921,1.000
0.000130604,1922.296765,1922,1.000
9.16814E-05,1923.296919,1923,1.000
5.37887E-05,1924.297074,1924,1.000
1.87444E-05,1925.297228,1925,1.000
3.26676E-05,1926.297383,1926,1.000
0.000113656,1927.297537,1927,1.000
0.000230252,1928.297691,1928,1.000
0.000383123,1929.297846,1929,1.000
0.000535995,1930.298,1930,1.000
0.000688867,1931.298155,1931,1.000
0.00087503,1932.298309,1932,1.000
0.001082047,1933.298464,1933,1.000
0.001366186,1934.298618,1934,1.000
0.001684486,1935.298772,1935,1.000
0.001949712,1936.298927,1936,1.000
0.002190225,1937.299081,1937,1.000
0.002430738,1938.299236,1938,1.000
0.002671251,1939.29939,1939,1.000
0.002869063,1940.299544,1940,1.000
0.003042524,1941.299699,1941,1.000
0.003149631,1942.299853,1942,1.000
0.003217437,1943.300008,1943,1.000
0.003234145,1944.300162,1944,1.000
0.003204405,1945.300316,1945,1.000
0.003174665,1946.300471,1946,1.000
0.003144925,1947.300625,1947,1.000
0.003097611,1948.30078,1948,1.000
0.003007237,1949.300934,1949,1.000
0.002909061,1950.301088,1950,1.000
0.002776023,1951.301243,1951,1.000
0.002642985,1952.301397,1952,1.000
0.002524393,1953.301552,1953,1.000
0.002406218,1954.301706,1954,1.000
0.002288043,1955.30186,1955,1.000
0.002169868,1956.302015,1956,1.000
0.002062063,1957.302169,1957,1.000
0.001963713,1958.302324,1958,1.000
0.001871458,1959.302478,1959,1.000
0.00179286,1960.302632,1960,1.000
0.001714262,1961.302787,1961,1.000
0.001656784,1962.302941,1962,1.000
0.001599613,1963.303096,1963,1.000
0.001542442,1964.30325,1964,1.000
0.001485271,1965.303404,1965,1.000
0.001432458,1966.303559,1966,1.000
0.001389119,1967.303713,1967,1.000
0.001345779,1968.303868,1968,1.000
0.001304604,1969.304022,1969,1.000
0.001263452,1970.304176,1970,1.000
0.001224417,1971.304331,1971,1.000
0.001187097,1972.304485,1972,1.000
0.001149777,1973.30464,1973,1.000
0.001112458,1974.304794,1974,1.000
0.001075138,1975.304949,1975,1.000
0.001039592,1976.305103,1976,1.000
0.00100498,1977.305257,1977,1.000
0.000969959,1978.305412,1978,1.000
0.000933464,1979.305566,1979,1.000
0.00089697,1980.305721,1980,1.000
0.000864416,1981.305875,1981,1.000
0.000833817,1982.306029,1982,1.000
0.000803217,1983.306184,1983,1.000
0.000772618,1984.306338,1984,1.000
0.000742018,1985.306493,1985,1.000
0.000714098,1986.306647,1986,1.000
0.000688356,1987.306801,1987,1.000
0.00066261,1988.306956,1988,1.000
0.000635695,1989.30711,1989,1.000
0.000608781,1990.307265,1990,1.000
0.000584106,1991.307419,1991,1.000
0.00056356,1992.307573,1992,1.000
0.000543014,1993.307728,1993,1.000
0.000522468,1994.307882,1994,1.000
0.000501922,1995.308037,1995,1.000
0.000481551,1996.308191,1996,1.000
0.000466864,1997.308345,1997,1.000
0.000452176,1998.3085,1998,1.000
0.000440305,1999.308654,1999,1.000
0.000433044,2000.308809,2000,1.000
0.000425783,2001.308963,2001,1.000
0.000420656,2002.309117,2002,1.000
0.000416757,2003.309272,2003,1.000
0.000412858,2004.309426,2004,1.000
0.00040896,2005.309581,2005,1.000
0.000405061,2006.309735,2006,1.000
0.000401271,2007.309889,2007,1.000
0.000398213,2008.310044,2008,1.000
0.000395156,2009.310198,2009,1.000
0.000390369,2010.310353,2010,1.000
0.000382833,2011.310507,2011,1.000
0.000375298,2012.310661,2012,1.000
0.000367812,2013.310816,2013,1.000
0.000360364,2014.31097,2014,1.000
0.000352917,2015.311125,2015,1.000
0.00034547,2016.311279,2016,1.000
0.000338023,2017.311433,2017,1.000
0.000330575,2018.311588,2018,1.000
0.00032409,2019.311742,2019,1.000
0.000317712,2020.311897,2020,1.000
0.000311453,2021.312051,2021,1.000
0.000306605,2022.312206,2022,1.000
0.000301757,2023.31236,2023,1.000
0.000297352,2024.312514,2024,1.000
0.000294783,2025.312669,2025,1.000
