X,Y,GripFactor
942.5690609,11.26242144,1
943.5683036,11.2235108,1
944.5674994,11.18341517,1
945.566646,11.14211313,1
946.5657411,11.09958264,1
947.5647822,11.05580105,1
948.5637666,11.01074512,1
949.5626916,10.96439105,1
950.5615543,10.9167144,1
951.5603518,10.86769018,1
952.559081,10.81729286,1
953.5577386,10.76549638,1
954.5563212,10.71227419,1
955.5548253,10.65759929,1
956.5532473,10.60144423,1
957.5515833,10.54378108,1
958.5498293,10.4845814,1
959.5479813,10.42381624,1
960.5460349,10.36145609,1
961.5439857,10.29747096,1
962.5418289,10.23183028,1
963.5395597,10.16450289,1
964.5371731,10.09545718,1
965.5346638,10.02466108,1
966.5320263,9.952082042,1
967.529255,9.877687107,1
968.526344,9.801442808,1
969.5232872,9.723315196,1
970.5200783,9.643269725,1
971.5167106,9.561271139,1
972.5131772,9.477283471,1
973.509471,9.39127007,1
974.5055846,9.303193602,1
975.5015101,9.213016057,1
976.4972395,9.120698791,1
977.4927645,9.026202563,1
978.4880765,8.929487532,1
979.4831662,8.830513326,1
980.4780246,8.729239079,1
981.4726417,8.625623427,1
982.4670077,8.519624479,1
983.4611122,8.411199812,1
984.4549442,8.30030648,1
985.4484928,8.18690132,1
986.4417463,8.070940979,1
987.4346931,7.952381912,1
988.4273207,7.831180417,1
989.4196166,7.70729268,1
990.4115679,7.580674872,1
991.4031611,7.45128337,1
992.3943827,7.319074829,1
993.3852186,7.184006294,1
994.3756545,7.046035304,1
995.3656758,6.905119893,1
996.3552675,6.761218605,1
997.3444142,6.61429055,1
998.3331006,6.464295459,1
999.3213106,6.311193684,1
1000.309028,6.154946315,1
1001.296237,5.995515287,1
1002.28292,5.832863359,1
1003.26906,5.66695413,1
1004.254641,5.497751964,1
1005.239645,5.325221847,1
1006.224054,5.149329397,1
1007.20785,4.970040876,1
1008.191015,4.78732321,1
1009.17353,4.601143957,1
1010.155377,4.411471293,1
1011.136536,4.218274019,1
1012.116989,4.021521612,1
1013.096715,3.821184312,1
1014.075696,3.617233113,1
1015.05391,3.409639497,1
1016.031339,3.19837544,1
1017.007961,2.983413421,1
1017.983755,2.764726754,1
1018.958702,2.542289762,1
1019.932779,2.31607768,1
1020.905966,2.086066497,1
1021.878242,1.852232953,1
1022.849586,1.614554542,1
1023.819975,1.373009733,1
1024.789388,1.127577968,1
1025.757804,0.878239858,1
1026.7252,0.624977361,1
1027.691557,0.367773778,1
1028.656852,0.106614003,1
1029.621064,-0.158515438,1
1030.584172,-0.427626378,1
1031.546157,-0.700728998,1
1032.506996,-0.977831834,1
1033.466671,-1.258941624,1
1034.425162,-1.544063075,1
1035.382449,-1.833198866,1
1036.338514,-2.126349603,1
1037.29334,-2.423513793,1
1038.246908,-2.724687866,1
1039.199203,-3.02986629,1
1040.150207,-3.339041587,1
1041.099906,-3.652204355,1
1042.048284,-3.969343357,1
1042.995328,-4.290445531,1
1043.941024,-4.615496081,1
1044.885359,-4.944478552,1
1045.828322,-5.277374838,1
1046.7699,-5.614165559,1
1047.710085,-5.954830231,1
1048.648864,-6.299347303,1
1049.586229,-6.647694293,1
1050.52217,-6.999847801,1
1051.45668,-7.355783616,1
1052.38975,-7.715477026,1
1053.321372,-8.078902827,1
1054.25154,-8.44603562,1
1055.180246,-8.816850026,1
1056.107484,-9.19132069,1
1057.033248,-9.56942258,1
1057.95753,-9.951131041,1
1058.880324,-10.33642182,1
1059.801625,-10.72527112,1
1060.721426,-11.11765565,1
1061.63972,-11.51355262,1
1062.556502,-11.9129399,1
1063.471764,-12.31579599,1
1064.385502,-12.72210015,1
1065.297707,-13.13183249,1
1066.208373,-13.54497389,1
1067.117493,-13.96150598,1
1068.025061,-14.38141108,1
1068.931068,-14.80467224,1
1069.835507,-15.23127323,1
1070.738371,-15.66119849,1
1071.639652,-16.09443312,1
1072.539341,-16.53096279,1
1073.437431,-16.97077375,1
1074.333912,-17.41385278,1
1075.228778,-17.86018716,1
1076.122019,-18.30976469,1
1077.013626,-18.7625735,1
1077.90359,-19.21860208,1
1078.791903,-19.67783921,1
1079.678556,-20.14027393,1
1080.563539,-20.60589553,1
1081.446844,-21.07469343,1
1082.328462,-21.54665719,1
1083.208382,-22.02177648,1
1084.086598,-22.50004094,1
1084.963099,-22.98144021,1
1085.837876,-23.46596382,1
1086.710922,-23.95360104,1
1087.582227,-24.44434085,1
1088.451785,-24.93817196,1
1089.319586,-25.43508283,1
1090.185623,-25.93506165,1
1091.049888,-26.43809632,1
1091.912375,-26.94417441,1
1092.773077,-27.45328317,1
1093.631986,-27.96540958,1
1094.489097,-28.48054033,1
1095.344404,-28.99866183,1
1096.1979,-29.51976028,1
1097.04958,-30.04382164,1
1097.899438,-30.5708317,1
1098.74747,-31.10077622,1
1099.59367,-31.63364092,1
1100.438033,-32.1694115,1
1101.280554,-32.70807362,1
1102.121229,-33.24961294,1
1102.960053,-33.79401518,1
1103.797021,-34.34126622,1
1104.632128,-34.8913521,1
1105.46537,-35.44425924,1
1106.296743,-35.99997442,1
1107.12624,-36.55848478,1
1107.953856,-37.1197778,1
1108.779587,-37.68384124,1
1109.603427,-38.25066327,1
1110.42537,-38.82023246,1
1111.24541,-39.39253776,1
1112.063541,-39.96756864,1
1112.879757,-40.545315,1
1113.69405,-41.12576719,1
1114.506415,-41.70891587,1
1115.316844,-42.29475196,1
1116.12533,-42.88326666,1
1116.931866,-43.47445122,1
1117.736444,-44.06829694,1
1118.539058,-44.66479511,1
1119.3397,-45.26393703,1
1120.138364,-45.86571397,1
1120.935042,-46.47011711,1
1121.729728,-47.07713743,1
1122.522415,-47.68676567,1
1123.313097,-48.2989921,1
1124.101768,-48.91380645,1
1124.888424,-49.53119793,1
1125.673058,-50.15115529,1
1126.455669,-50.77366687,1
1127.23625,-51.39872047,1
1128.014799,-52.02630338,1
1128.791313,-52.65640235,1
1129.56579,-53.28900346,1
1130.338229,-53.92409227,1
1131.108628,-54.5616538,1
1131.876987,-55.20167264,1
1132.643305,-55.84413302,1
1133.407583,-56.48901878,1
1134.169823,-57.13631351,1
1134.930024,-57.78600064,1
1135.688188,-58.43806351,1
1136.444317,-59.0924854,1
1137.198413,-59.74924954,1
1137.950477,-60.4083392,1
1138.700511,-61.06973784,1
1139.448517,-61.73342913,1
1140.194496,-62.39939721,1
1140.938451,-63.06762672,1
1141.680382,-63.73810292,1
1142.420289,-64.4108116,1
1143.158172,-65.0857391,1
1143.894032,-65.76287229,1
1144.627868,-66.44219865,1
1145.359678,-67.12370633,1
1146.089462,-67.80738414,1
1146.817216,-68.49322168,1
1147.542938,-69.1812092,1
1148.266624,-69.87133757,1
1148.988272,-70.56359814,1
1149.707875,-71.25798268,1
1150.425431,-71.9544833,1
1151.140934,-72.65309244,1
1151.854379,-73.35380267,1
1152.565762,-74.05660664,1
1153.275078,-74.76149701,1
1153.982322,-75.46846646,1
1154.687488,-76.17750763,1
1155.390573,-76.88861301,1
1156.091572,-77.60177485,1
1156.790481,-78.31698501,1
1157.487297,-79.03423487,1
1158.182016,-79.75351534,1
1158.874637,-80.47481681,1
1159.565157,-81.19812926,1
1160.253576,-81.92344219,1
1160.939893,-82.65074459,1
1161.624107,-83.38002492,1
1162.30622,-84.11127102,1
1162.986234,-84.84447011,1
1163.66415,-85.57960888,1
1164.339972,-86.31667356,1
1165.013703,-87.05564992,1
1165.685347,-87.79652339,1
1166.354909,-88.53927901,1
1167.022394,-89.28390149,1
1167.687808,-90.03037534,1
1168.351158,-90.77868495,1
1169.012448,-91.52881459,1
1169.671686,-92.28074849,1
1170.328878,-93.03447089,1
1170.984032,-93.78996612,1
1171.637154,-94.54721873,1
1172.28825,-95.30621363,1
1172.937327,-96.06693607,1
1173.58439,-96.82937168,1
1174.229446,-97.59350649,1
1174.8725,-98.35932692,1
1175.513557,-99.12681992,1
1176.152622,-99.89597298,1
1176.789697,-100.6667742,1
1177.424787,-101.4392122,1
1178.057893,-102.2132763,1
1178.689019,-102.9889566,1
1179.318165,-103.7662437,1
1179.945331,-104.5451288,1
1180.570517,-105.3256038,1
1181.193723,-106.1076613,1
1181.814947,-106.8912942,1
1182.434186,-107.6764963,1
1183.051438,-108.4632619,1
1183.666698,-109.2515856,1
1184.279963,-110.0414625,1
1184.891228,-110.8328881,1
1185.500488,-111.6258583,1
1186.107737,-112.4203693,1
1186.71297,-113.2164175,1
1187.31618,-114.0139995,1
1187.917361,-114.813112,1
1188.516507,-115.6137516,1
1189.113611,-116.4159153,1
1189.708666,-117.2195996,1
1190.301667,-118.0248014,1
1190.892606,-118.8315171,1
1191.481478,-119.6397431,1
1192.068277,-120.4494756,1
1192.652996,-121.2607106,1
1193.235632,-122.0734439,1
1193.816178,-122.887671,1
1194.394629,-123.7033873,1
1194.970983,-124.5205878,1
1195.545233,-125.339267,1
1196.117378,-126.1594196,1
1196.687413,-126.9810395,1
1197.255336,-127.8041208,1
1197.821144,-128.6286573,1
1198.384836,-129.4546423,1
1198.946409,-130.2820692,1
1199.505862,-131.1109309,1
1200.063194,-131.9412202,1
1200.618404,-132.7729299,1
1201.171492,-133.6060526,1
1201.722457,-134.4405807,1
1202.271298,-135.2765068,1
1202.818016,-136.1138234,1
1203.36261,-136.9525232,1
1203.905078,-137.7925988,1
1204.445422,-138.6340429,1
1204.98364,-139.4768483,1
1205.519731,-140.3210082,1
1206.053694,-141.1665156,1
1206.585528,-142.013364,1
1207.115231,-142.8615471,1
1207.6428,-143.7110587,1
1208.168234,-144.5618928,1
1208.69153,-145.4140437,1
1209.212684,-146.2675058,1
1209.731694,-147.1222736,1
1210.248557,-147.9783419,1
1210.763268,-148.8357052,1
1211.275824,-149.6943586,1
1211.786221,-150.554297,1
1212.294455,-151.4155155,1
1212.800523,-152.2780094,1
1213.304418,-153.1417736,1
1213.806138,-154.0068034,1
1214.305678,-154.8730938,1
1214.803035,-155.7406397,1
1215.298204,-156.6094362,1
1215.791181,-157.479478,1
1216.281964,-158.3507597,1
1216.770549,-159.2232758,1
1217.256933,-160.0970206,1
1217.741114,-160.9719883,1
1218.223089,-161.8481727,1
1218.702858,-162.7255674,1
1219.180418,-163.6041658,1
1219.65577,-164.4839613,1
1220.128913,-165.3649467,1
1220.599847,-166.247115,1
1221.068572,-167.1304588,1
1221.53509,-168.0149704,1
1221.999401,-168.9006421,1
1222.461508,-169.7874659,1
1222.921413,-170.6754338,1
1223.379118,-171.5645377,1
1223.834626,-172.4547693,1
1224.287939,-173.3461204,1
1224.739061,-174.2385825,1
1225.187994,-175.1321475,1
1225.634742,-176.0268071,1
1226.079307,-176.9225531,1
1226.521694,-177.8193775,1
1226.961903,-178.7172721,1
1227.39994,-179.6162291,1
1227.835805,-180.5162406,1
1228.269502,-181.4172993,1
1228.701032,-182.3193978,1
1229.130395,-183.2225292,1
1229.557594,-184.1266865,1
1229.982629,-185.0318635,1
1230.405499,-185.9380536,1
1230.826204,-186.8452509,1
1231.244742,-187.7534497,1
1231.661112,-188.6626446,1
1232.075311,-189.5728307,1
1232.487336,-190.4840031,1
1232.897182,-191.3961577,1
1233.304844,-192.3092904,1
1233.710316,-193.2233974,1
1234.113593,-194.1384753,1
1234.514667,-195.0545207,1
1234.91353,-195.9715307,1
1235.310175,-196.8895025,1
1235.704593,-197.8084335,1
1236.096774,-198.7283212,1
1236.48671,-199.6491631,1
1236.87439,-200.5709569,1
1237.259805,-201.4936999,1
1237.642945,-202.4173898,1
1238.023801,-203.3420237,1
1238.402365,-204.2675987,1
1238.778627,-205.1941115,1
1239.152581,-206.1215587,1
1239.524218,-207.0499365,1
1239.893532,-207.9792408,1
1240.260518,-208.9094673,1
1240.625169,-209.8406111,1
1240.987483,-210.7726671,1
1241.347455,-211.7056296,1
1241.705085,-212.6394927,1
1242.060372,-213.5742498,1
1242.413316,-214.509894,1
1242.763919,-215.4464178,1
1243.112185,-216.3838135,1
1243.458118,-217.3220725,1
1243.801724,-218.2611861,1
1244.143011,-219.2011449,1
1244.481987,-220.1419394,1
1244.818664,-221.0835595,1
1245.153052,-222.0259947,1
1245.485164,-222.9692345,1
1245.815013,-223.9132678,1
1246.142615,-224.8580834,1
1246.467985,-225.80367,1
1246.79114,-226.7500158,1
1247.112097,-227.6971092,1
1247.430876,-228.6449382,1
1247.747494,-229.593491,1
1248.061972,-230.5427557,1
1248.374328,-231.4927205,1
1248.684583,-232.4433736,1
1248.992757,-233.3947034,1
1249.29887,-234.3466984,1
1249.602942,-235.2993473,1
1249.904993,-236.2526388,1
1250.205044,-237.2065618,1
1250.503115,-238.1611054,1
1250.799226,-239.1162588,1
1251.093397,-240.0720114,1
1251.385648,-241.0283528,1
1251.675999,-241.9852729,1
1251.964468,-242.9427618,1
1252.251075,-243.9008099,1
1252.535839,-244.8594076,1
1252.818777,-245.8185456,1
1253.099907,-246.778215,1
1253.379249,-247.7384066,1
1253.656819,-248.6991119,1
1253.932635,-249.6603223,1
1254.206713,-250.6220295,1
1254.479071,-251.5842253,1
1254.749726,-252.5469017,1
1255.018694,-253.5100507,1
1255.285991,-254.4736647,1
1255.551634,-255.437736,1
1255.815639,-256.4022572,1
1256.078022,-257.3672208,1
1256.3388,-258.3326195,1
1256.597988,-259.2984463,1
1256.855603,-260.264694,1
1257.111659,-261.2313556,1
1257.366174,-262.1984243,1
1257.619163,-263.1658933,1
1257.870643,-264.1337559,1
1258.120628,-265.1020054,1
1258.369136,-266.0706351,1
1258.616184,-267.0396384,1
1258.861787,-268.0090087,1
1259.105964,-268.9787393,1
1259.348732,-269.9488237,1
1259.590108,-270.9192553,1
1259.83011,-271.8900275,1
1260.068757,-272.8611339,1
1260.306066,-273.8325679,1
1260.542057,-274.804323,1
1260.776749,-275.7763927,1
1261.010161,-276.7487706,1
1261.242313,-277.7214501,1
1261.473224,-278.6944248,1
1261.702915,-279.6676884,1
1261.931406,-280.6412344,1
1262.158718,-281.6150564,1
1262.384871,-282.589148,1
1262.609888,-283.5635028,1
1262.833789,-284.5381147,1
1263.056596,-285.5129773,1
1263.278329,-286.4880845,1
1263.499011,-287.4634302,1
1263.718663,-288.4390085,1
1263.937307,-289.4148133,1
1264.154963,-290.3908387,1
1264.371654,-291.3670789,1
1264.5874,-292.3435283,1
1264.802223,-293.3201813,1
1265.016144,-294.2970323,1
1265.229182,-295.2740761,1
1265.441358,-296.2513076,1
1265.652692,-297.2287215,1
1265.863202,-298.2063132,1
1266.072907,-299.1840778,1
1266.281826,-300.1620108,1
1266.489976,-301.1401076,1
1266.697375,-302.118364,1
1266.90404,-303.0967757,1
1267.109988,-304.0753388,1
1267.315234,-305.0540492,1
1267.519793,-306.0329032,1
1267.723683,-307.0118971,1
1267.926916,-307.9910274,1
1268.129509,-308.9702905,1
1268.331474,-309.9496831,1
1268.532826,-310.9292021,1
1268.733578,-311.9088443,1
1268.933742,-312.8886066,1
1269.133332,-313.8684861,1
1269.33236,-314.8484798,1
1269.530838,-315.8285851,1
1269.728779,-316.8087992,1
1269.926193,-317.7891193,1
1270.123093,-318.769543,1
1270.319488,-319.7500677,1
1270.515391,-320.7306909,1
1270.710812,-321.7114104,1
1270.905762,-322.6922236,1
1271.100251,-323.6731284,1
1271.294288,-324.6541224,1
1271.487885,-325.6352036,1
1271.68105,-326.6163699,1
1271.873793,-327.5976191,1
1272.066124,-328.5789493,1
1272.258051,-329.5603586,1
1272.449583,-330.5418449,1
1272.640729,-331.5234065,1
1272.831497,-332.5050416,1
1273.021897,-333.4867483,1
1273.211935,-334.4685249,1
1273.401621,-335.4503698,1
1273.590961,-336.4322813,1
1273.779964,-337.4142579,1
1273.968637,-338.3962978,1
1274.156987,-339.3783997,1
1274.345022,-340.360562,1
1274.532749,-341.3427834,1
1274.720174,-342.3250623,1
1274.907303,-343.3073976,1
1275.094143,-344.2897879,1
1275.280701,-345.2722319,1
1275.466982,-346.2547283,1
1275.652993,-347.2372761,1
1275.838738,-348.219874,1
1276.024224,-349.2025209,1
1276.209456,-350.1852157,1
1276.394439,-351.1679574,1
1276.579179,-352.1507449,1
1276.76368,-353.1335771,1
1276.947948,-354.1164532,1
1277.131987,-355.0993721,1
1277.315803,-356.0823329,1
1277.499399,-357.0653347,1
1277.682779,-358.0483767,1
1277.865949,-359.031458,1
1278.048912,-360.0145778,1
1278.231672,-360.9977353,1
1278.414234,-361.9809298,1
1278.5966,-362.9641604,1
1278.778775,-363.9474265,1
1278.960762,-364.9307274,1
1279.142565,-365.9140624,1
1279.324188,-366.8974307,1
1279.505632,-367.8808319,1
1279.686903,-368.8642651,1
1279.868002,-369.8477299,1
1280.048934,-370.8312256,1
1280.229701,-371.8147515,1
1280.410306,-372.7983072,1
1280.590752,-373.781892,1
1280.771042,-374.7655056,1
1280.951179,-375.7491472,1
1281.131164,-376.7328165,1
1281.311001,-377.7165129,1
1281.490692,-378.700236,1
1281.67024,-379.6839852,1
1281.849647,-380.6677602,1
1282.028915,-381.6515604,1
1282.208047,-382.6353854,1
1282.387045,-383.6192349,1
1282.565912,-384.6031083,1
1282.744648,-385.5870053,1
1282.923257,-386.5709254,1
1283.101741,-387.5548682,1
1283.280102,-388.5388334,1
1283.458341,-389.5228206,1
1283.636461,-390.5068293,1
1283.814464,-391.4908594,1
1283.992351,-392.4749103,1
1284.170124,-393.4589818,1
1284.347785,-394.4430734,1
1284.525336,-395.427185,1
1284.702779,-396.4113161,1
1284.880115,-397.3954665,1
1285.057346,-398.3796358,1
1285.234474,-399.3638237,1
1285.411499,-400.3480299,1
1285.588425,-401.3322542,1
1285.765251,-402.3164963,1
1285.94198,-403.3007558,1
1286.118614,-404.2850324,1
1286.295153,-405.269326,1
1286.471599,-406.2536363,1
1286.647954,-407.237963,1
1286.824218,-408.2223059,1
1287.000394,-409.2066647,1
1287.176481,-410.1910392,1
1287.352482,-411.1754293,1
1287.528397,-412.1598346,1
1287.704228,-413.144255,1
1287.879975,-414.1286902,1
1288.055641,-415.1131401,1
1288.231225,-416.0976045,1
1288.40673,-417.0820832,1
1288.582155,-418.0665759,1
1288.757502,-419.0510826,1
1288.932772,-420.035603,1
1289.107966,-421.0201369,1
1289.283085,-422.0046842,1
1289.45813,-422.9892447,1
1289.633101,-423.9738182,1
1289.808,-424.9584047,1
1289.982827,-425.9430038,1
1290.157583,-426.9276155,1
1290.33227,-427.9122396,1
1290.506888,-428.8968759,1
1290.681437,-429.8815243,1
1290.85592,-430.8661845,1
1291.030336,-431.8508566,1
1291.204687,-432.8355402,1
1291.378973,-433.8202352,1
1291.553196,-434.8049415,1
1291.727356,-435.7896588,1
1291.901454,-436.7743871,1
1292.075491,-437.7591262,1
1292.249469,-438.7438759,1
1292.423387,-439.7286359,1
1292.597247,-440.7134063,1
1292.77105,-441.6981867,1
1292.944797,-442.6829771,1
1293.118488,-443.6677773,1
1293.292124,-444.6525871,1
1293.465707,-445.6374063,1
1293.639238,-446.6222349,1
1293.812716,-447.6070725,1
1293.986144,-448.5919192,1
1294.159521,-449.5767747,1
1294.332849,-450.5616388,1
1294.506128,-451.5465115,1
1294.67936,-452.5313926,1
1294.852545,-453.5162819,1
1295.025684,-454.5011793,1
1295.198778,-455.4860847,1
1295.371827,-456.4709979,1
1295.544832,-457.4559189,1
1295.717793,-458.4408475,1
1295.890711,-459.4257836,1
1296.063588,-460.4107272,1
1296.236422,-461.395678,1
1296.409216,-462.3806361,1
1296.581968,-463.3656013,1
1296.754681,-464.3505736,1
1296.927354,-465.3355528,1
1297.099988,-466.3205389,1
1297.272583,-467.3055318,1
1297.44514,-468.2905314,1
1297.617659,-469.2755375,1
1297.790141,-470.2605502,1
1297.962586,-471.2455693,1
1298.134995,-472.2305947,1
1298.307369,-473.2156263,1
1298.479708,-474.200664,1
1298.652013,-475.1857076,1
1298.824285,-476.170757,1
1298.996525,-477.1558121,1
1299.168733,-478.1408726,1
1299.340911,-479.1259385,1
1299.51306,-480.1110095,1
1299.68518,-481.0960855,1
1299.857273,-482.0811662,1
1300.02934,-483.0662514,1
1300.201382,-484.051341,1
1300.373401,-485.0364346,1
1300.545398,-486.0215322,1
1300.717374,-487.0066333,1
1300.88933,-487.9917379,1
1301.061268,-488.9768456,1
1301.23319,-489.9619563,1
1301.405095,-490.9470697,1
1301.576987,-491.9321856,1
1301.748865,-492.9173039,1
1301.92073,-493.9024243,1
1302.092585,-494.8875466,1
1302.264429,-495.8726707,1
1302.436264,-496.8577965,1
1302.608091,-497.8429237,1
1302.779909,-498.8280524,1
1302.951719,-499.8131825,1
1303.123521,-500.7983139,1
1303.295316,-501.7834467,1
1303.467103,-502.7685809,1
1303.63888,-503.7537166,1
1303.810648,-504.738854,1
1303.982406,-505.7239932,1
1304.154153,-506.7091344,1
1304.325886,-507.6942778,1
1304.497606,-508.6794237,1
1304.669309,-509.6645724,1
1304.840995,-510.6497241,1
1305.012662,-511.6348792,1
1305.184308,-512.620038,1
1305.35593,-513.6052007,1
1305.527529,-514.5903676,1
1305.699102,-515.575539,1
1305.870648,-516.5607151,1
1306.042167,-517.545896,1
1306.213658,-518.5310817,1
1306.38512,-519.5162724,1
1306.556554,-520.5014681,1
1306.727959,-521.4866686,1
1306.899337,-522.4718739,1
1307.070689,-523.4570838,1
1307.242016,-524.4422981,1
1307.41332,-525.4275163,1
1307.584603,-526.4127381,1
1307.755869,-527.397963,1
1307.92712,-528.3831905,1
1308.098359,-529.3684199,1
1308.269592,-530.3536506,1
1308.440821,-531.3388818,1
1308.612052,-532.3241127,1
1308.783289,-533.3093425,1
1308.954538,-534.2945703,1
1309.125804,-535.2797952,1
1309.297092,-536.2650162,1
1309.468407,-537.2502325,1
1309.639755,-538.2354431,1
1309.811139,-539.2206474,1
1309.982563,-540.2058446,1
1310.154032,-541.1910342,1
1310.325547,-542.1762157,1
1310.497111,-543.1613887,1
1310.668723,-544.1465532,1
1310.840385,-545.1317092,1
1311.012094,-546.1168569,1
1311.183849,-547.1019966,1
1311.355646,-548.0871291,1
1311.527479,-549.072255,1
1311.699344,-550.0573756,1
1311.871233,-551.0424919,1
1312.043137,-552.0276055,1
1312.215048,-553.0127181,1
1312.386955,-553.9978314,1
1312.558845,-554.9829475,1
1312.730705,-555.9680689,1
1312.902521,-556.9531979,1
1313.074277,-557.9383373,1
1313.245958,-558.92349,1
1313.417544,-559.9086592,1
1313.589017,-560.893848,1
1313.760357,-561.87906,1
1313.931542,-562.8642988,1
1314.102553,-563.8495679,1
1314.273367,-564.8348712,1
1314.443962,-565.8202124,1
1314.614317,-566.8055953,1
1314.784409,-567.7910234,1
1314.95422,-568.7765001,1
1315.12373,-569.7620286,1
1315.292923,-570.7476115,1
1315.461785,-571.7332512,1
1315.630304,-572.7189496,1
1315.798468,-573.7047085,1
1315.966272,-574.690529,1
1316.133707,-575.676412,1
1316.300772,-576.6623579,1
1316.467466,-577.6483666,1
1316.633789,-578.6344379,1
1316.799748,-579.6205706,1
1316.965348,-580.6067635,1
1317.130602,-581.5930147,1
1317.29552,-582.5793218,1
1317.46012,-583.5656824,1
1317.624418,-584.5520931,1
1317.788435,-585.5385506,1
1317.952193,-586.525051,1
1318.115716,-587.5115906,1
1318.279027,-588.4981652,1
1318.44215,-589.484771,1
1318.60511,-590.4714036,1
1318.767934,-591.4580587,1
1318.930649,-592.4447319,1
1319.093283,-593.4314184,1
1319.255865,-594.4181134,1
1319.418427,-595.4048118,1
1319.581003,-596.3915077,1
1319.74363,-597.3781954,1
1319.906342,-598.364869,1
1320.069175,-599.3515227,1
1320.232161,-600.338151,1
1320.395333,-601.3247487,1
1320.558718,-602.3113111,1
1320.722341,-603.2978339,1
1320.886225,-604.2843135,1
1321.050388,-605.2707467,1
1321.214845,-606.2571311,1
1321.379605,-607.2434647,1
1321.544677,-608.2297462,1
1321.710064,-609.215975,1
1321.875766,-610.2021508,1
1322.041783,-611.1882738,1
1322.208111,-612.1743443,1
1322.37475,-613.1603622,1
1322.541705,-614.1463266,1
1322.708986,-615.1322359,1
1322.876609,-616.1180871,1
1323.044603,-617.1038751,1
1323.213018,-618.0895913,1
1323.381924,-619.0752234,1
1323.551423,-620.0607537,1
1323.721654,-621.0461579,1
1323.892791,-622.0314052,1
1324.065048,-623.0164572,1
1324.238688,-624.0012662,1
1324.414031,-624.9857735,1
1324.591456,-625.9699077,1
1324.771382,-626.9535875,1
1324.954274,-627.9367202,1
1325.140636,-628.9192008,1
1325.331005,-629.9009127,1
1325.525941,-630.8817277,1
1325.726026,-631.8615051,1
1325.931857,-632.8400912,1
1326.144046,-633.8173181,1
1326.363216,-634.7930024,1
1326.590005,-635.7669438,1
1326.825053,-636.7389244,1
1327.069007,-637.7087076,1
1327.322519,-638.6760358,1
1327.586241,-639.6406298,1
1327.860827,-640.6021868,1
1328.146929,-641.5603796,1
1328.445192,-642.5148564,1
1328.756252,-643.4652387,1
1329.08074,-644.4111197,1
1329.419275,-645.3520636,1
1329.772459,-646.2876067,1
1330.140869,-647.2172582,1
1330.525049,-648.1405032,1
1330.925503,-649.0568058,1
1331.34269,-649.9656108,1
1331.777024,-650.8663464,1
1332.228865,-651.7584271,1
1332.698514,-652.6412612,1
1333.186205,-653.5142573,1
1333.692104,-654.3768288,1
1334.216324,-655.2283893,1
1334.758927,-656.0683555,1
1335.319922,-656.8961499,1
1335.899282,-657.711196,1
1336.496941,-658.5129203,1
1337.112798,-659.30075,1
1337.746721,-660.0741171,1
1338.398531,-660.8324699,1
1339.067985,-661.5752923,1
1339.754769,-662.3021218,1
1340.458504,-663.0125525,1
1341.178746,-663.7062419,1
1341.91499,-664.382924,1
1342.666662,-665.0424273,1
1343.433126,-665.6846816,1
1344.213691,-666.3097233,1
1345.007622,-666.9176991,1
1345.814143,-667.5088734,1
1346.632445,-668.083632,1
1347.461698,-668.6424772,1
1348.30106,-669.1860242,1
1349.149681,-669.7150017,1
1350.006716,-670.23024,1
1350.871324,-670.7326684,0.95
1351.742677,-671.2233103,0.95
1352.619963,-671.703264,0.95
1353.502391,-672.1737006,0.95
1354.389187,-672.6358552,0.95
1355.279591,-673.0910198,0.95
1356.172859,-673.5405414,0.95
1357.068257,-673.985805,0.95
1357.965064,-674.4282258,0.95
1358.862562,-674.869245,0.95
1359.760033,-675.3103173,0.95
1360.65676,-675.752903,0.95
1361.552009,-676.1984669,0.95
1362.445035,-676.6484708,0.95
1363.335074,-677.1043514,0.95
1364.221361,-677.5674812,0.95
1365.103142,-678.0391325,0.95
1365.979668,-678.5204754,0.95
1366.8502,-679.012575,0.95
1367.713999,-679.5163955,0.95
1368.570344,-680.0327832,0.95
1369.418527,-680.5624674,0.95
1370.257859,-681.1060662,0.95
1371.087671,-681.664087,0.95
1371.90732,-682.2369287,0.95
1372.716194,-682.8248862,0.95
1373.513712,-683.4281572,0.95
1374.299326,-684.0468478,0.95
1375.072534,-684.680975,0.95
1375.832871,-685.3304772,0.95
1376.57992,-685.9952208,1
1377.313305,-686.6750092,1
1378.032688,-687.369598,1
1378.737771,-688.0786985,1
1379.428299,-688.8019804,1
1380.104058,-689.5390799,1
1380.764877,-690.2896024,1
1381.410626,-691.0531308,1
1382.041212,-691.8292293,1
1382.656587,-692.6174441,1
1383.256742,-693.4173084,1
1383.841714,-694.2283433,1
1384.411588,-695.0500584,1
1384.966499,-695.881952,1
1385.506636,-696.7235133,1
1386.032233,-697.5742324,1
1386.543552,-698.4336102,1
1387.040877,-699.3011618,1
1387.524519,-700.1764162,1
1387.994825,-701.0589088,1
1388.452174,-701.9481857,1
1388.896978,-702.8438044,1
1389.329675,-703.7453355,1
1389.750728,-704.6523639,1
1390.160622,-705.5644902,1
1390.559864,-706.4813295,1
1390.948981,-707.4025127,1
1391.32851,-708.3276874,1
1391.699003,-709.2565183,1
1392.061012,-710.1886893,1
1392.415089,-711.1239024,1
1392.761786,-712.0618769,1
1393.101654,-713.0023477,1
1393.435242,-713.9450645,1
